protocol,sample_id,source_image_name,sample_index,reference_scope,ground_truth_role,cytoplasm_instance_index,nucleus_instance_index,crop_box_xyxy,native_crop_side_px,target_whole_cell_fraction,nucleus_fraction_at_128,cytoplasm_fraction_at_128,whole_cell_fraction_at_128,foreground_dice,cytoplasm_dice,nucleus_dice,gt_cytoplasm_area,pred_cytoplasm_area,gt_nucleus_area,pred_nucleus_area,n_candidate_nuclei_in_crop,crowding_flag,gt_nc_ratio,pred_nc_ratio,abs_error_nc_ratio,interval_lower_nc_ratio,interval_upper_nc_ratio,interval_width_nc_ratio,covered_nc_ratio,gt_circularity,pred_circularity,abs_error_circularity,interval_lower_circularity,interval_upper_circularity,interval_width_circularity,covered_circularity
scale_normalized,Cx22-Multi-Test:000001,00477,0,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,13,11,"[379, 3, 487, 111]",108,0.5057373046875,0.00933837890625,0.4896240234375,0.49896240234375,0.2497083346369886,0.44411965312286855,0.05529701615110868,5722,4541,109,3544,1,False,0.019049283467319118,0.7804448359392204,0.7613955524719013,0.28149927183053236,1.2793904000479084,0.997891128217376,False,0.7803922306740638,0.6496772582517777,0.13071497242228614,0.3972556438970841,0.9020988726064713,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000002,00478,1,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,6,5,"[314, 186, 498, 370]",184,0.5057373046875,0.00689697265625,0.4676513671875,0.47454833984375,0.7098104673026846,0.7556698144424364,0.6639511201629328,15845,23442,237,254,3,True,0.014957399810665826,0.010835252964764099,0.004122146845901727,0.0,0.5097808170734521,0.5097808170734521,True,0.7983465045547403,0.7382922197978818,0.06005428475685848,0.4858706054431883,0.9907138341525754,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000003,00478,2,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,8,1,"[118, 234, 310, 426]",192,0.5057373046875,0.006103515625,0.49554443359375,0.50164794921875,0.9134135373385249,0.9184937413437165,0.9083333333333333,18261,20006,231,249,1,False,0.012649909643502547,0.012446266120163951,0.0002036435233385963,0.0,0.511391830228852,0.511391830228852,True,0.7458277123603125,0.6902855696620549,0.055542142698257635,0.43786395530736133,0.9427071840167485,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000004,00478,3,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,3,1,"[334, 150, 501, 317]",167,0.5057373046875,0.0098876953125,0.49169921875,0.5015869140625,0.43742961874077224,0.7232187632604251,0.15164047422111937,13715,12208,275,3352,1,False,0.02005103900838498,0.2745740498034076,0.2545230107950226,0.0,0.7735196139120957,0.7735196139120957,True,0.7836805616312813,0.5645958844890426,0.21908467714223867,0.31217427013434906,0.8170174988437362,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000005,00479,4,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,6,1,"[100, -23, 276, 153]",176,0.5057373046875,0.0101318359375,0.49224853515625,0.50238037109375,0.47317733115595556,0.7753240216433874,0.17103064066852366,15299,16489,307,3283,1,False,0.02006667102424995,0.19910243192431318,0.17903576090006323,0.0,0.6980479960330013,0.6980479960330013,True,0.8079084537604291,0.34514895071623947,0.4627595030441896,0.0927273363615459,0.5975705650709331,0.5048432287093871,False
scale_normalized,Cx22-Multi-Test:000006,00480,5,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,10,11,"[320, 162, 489, 331]",169,0.5057373046875,0.00244140625,0.49957275390625,0.50201416015625,0.12595839499484393,0.24064171122994651,0.011275078759741337,14258,5564,68,11994,1,False,0.004769252349558143,2.1556434219985623,2.150874169649004,1.6566978578898741,2.6545889861072505,0.9978911282173764,False,0.7120283191868536,0.6755618059717879,0.036466513215065666,0.4231401916170944,0.9279834203264815,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000007,00480,6,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,6,7,"[193, 101, 338, 246]",145,0.5057373046875,0.0037841796875,0.49468994140625,0.49847412109375,0.34549240161441885,0.6524857778877071,0.0384990253411306,10403,9812,79,4025,2,True,0.007593963279823128,0.4102119853240929,0.4026180220442698,0.0,0.909157549432781,0.909157549432781,True,0.7086539126157011,0.238827762036484,0.46982615057921706,0.0,0.4912493763911776,0.4912493763911776,False
scale_normalized,Cx22-Multi-Test:000008,00482,7,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,2,2,"[97, 171, 289, 363]",192,0.5057373046875,0.0111083984375,0.49029541015625,0.50140380859375,0.7294739455474293,0.8559824874704764,0.6029654036243822,18080,16638,424,183,3,True,0.023451327433628318,0.010998918139199423,0.012452409294428896,0.0,0.5099444822478875,0.5099444822478875,True,0.7666222973913192,0.6529037380491782,0.11371855934214092,0.40048212369448466,0.9053253524038718,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000009,00483,8,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,7,5,"[237, 243, 406, 412]",169,0.5057373046875,0.00665283203125,0.49365234375,0.50030517578125,0.5906605967502976,0.8798857868020304,0.3014354066985646,14115,17405,185,233,4,True,0.013106624158696423,0.01338695777075553,0.0002803336120591072,0.0,0.5123325218794436,0.5123325218794436,True,0.7737818033181993,0.6692739209346286,0.10450788238357078,0.416852306579935,0.9216955352893221,0.5048432287093871,True
scale_normalized,Cx22-Multi-Test:000010,00485,9,largest matched target instance,Crop centre and scale only; never model input or prediction guidance.,0,1,"[204, 74, 356, 226]",152,0.5057373046875,0.01312255859375,0.49017333984375,0.5032958984375,0.8484274777414985,0.8370763576970192,0.8597785977859779,11337,15602,307,235,2,True,0.02707947428773044,0.015062171516472248,0.012017302771258192,0.0,0.5140077356251603,0.5140077356251603,True,0.7922617141760183,0.8053268605866952,0.013065146410676909,0.5529052462320017,1.0,0.44709475376799834,True
